"sep=,"
Folder Name,Quantity,Trade Quantity,Card Name,Set Code,Set Name,Card Number,Condition,Printing,Language,Price Bought,Date Bought,AVG,LOW,TREND
Collection,1,0,"Kotose, the Silent Spider",NEO,Kamigawa: Neon Dynasty,351,NearMint,Foil,English,0.74,2026-08-26,0.92,0.10,0.74
Collection,1,0,"Kraven, Proud Predator",SPM,"Marvel's Spider-Man",132,NearMint,Normal,English,0.09,2026-08-26,0.10,0.02,0.09
Collection,1,0,"Krenko, Baron of Tin Street",MKM,Murders at Karlov Manor,135,NearMint,Normal,English,0.33,2026-08-24,0.30,0.02,0.30
Collection,1,0,"Kutzil, Malamet Exemplar",LCI,The Lost Caverns of Ixalan,304,NearMint,Normal,English,2.53,2026-08-26,2.20,0.15,2.53
Collection,2,0,"Kutzil, Malamet Exemplar",LCI,The Lost Caverns of Ixalan,232,NearMint,Normal,English,2.57,2026-08-26,2.28,0.50,2.57
Collection,1,0,"Kutzil's Flanker",PLCI,The Lost Caverns of Ixalan Promos,20p,NearMint,Normal,English,0.52,2026-08-26,0.45,0.24,0.52
Collection,1,0,Kyoshi Island Plaza,TLA,Avatar: The Last Airbender,184,NearMint,Normal,English,0.11,2026-08-26,0.18,0.02,0.11
Collection,1,0,Laboratory Maniac,INR,Innistrad Remastered,359,NearMint,Normal,English,0.79,2026-08-26,0.97,0.19,0.79
Collection,2,0,Lake-town Mariners // Gone Fishing,HOB,The Hobbit,44,NearMint,Normal,English,0.02,2026-08-26,0.09,0.02,0.02
Collection,2,0,Lake-town Toymaker,HOB,The Hobbit,19,NearMint,Normal,English,0.05,2026-08-26,0.08,0.02,0.05
Collection,2,0,"Landroval, Horizon Witness",LTR,The Lord of the Rings: Tales of Middle-earth,21,NearMint,Normal,English,0.09,2026-08-24,0.05,0.02,0.09
Collection,1,0,"Landroval, Horizon Witness",LTR,The Lord of the Rings: Tales of Middle-earth,21,NearMint,Foil,English,0.20,2026-08-24,0.17,0.02,0.20
Collection,1,0,Lassoed by the Law,OTJ,Outlaws of Thunder Junction,18,NearMint,Normal,English,0.10,2026-08-26,0.12,0.02,0.10
Collection,1,0,"Lathliss, Dragon Queen",FDN,Foundations,627,NearMint,Normal,English,0.42,2026-08-24,0.33,0.16,0.40
Collection,1,0,"Lavinia, Foil to Conspiracy",CLU,Ravnica: Clue Edition,284,NearMint,Foil,English,0.44,2026-08-26,0.45,0.02,0.44
Collection,1,0,"Legolas, Counter of Kills",LTR,The Lord of the Rings: Tales of Middle-earth,324,NearMint,Normal,English,0.07,2026-08-26,0.13,0.02,0.07
Collection,1,0,"Legolas, Counter of Kills",LTR,The Lord of the Rings: Tales of Middle-earth,212,NearMint,Normal,English,0.10,2026-08-26,0.09,0.02,0.10
Collection,1,0,"Legolas, Master Archer",LTR,The Lord of the Rings: Tales of Middle-earth,435,NearMint,Normal,English,1.39,2026-08-26,1.49,0.60,1.39
Collection,1,0,"Legolas, Master Archer",LTR,The Lord of the Rings: Tales of Middle-earth,173,NearMint,Normal,English,0.35,2026-08-26,0.29,0.02,0.35
Collection,1,0,Leyline Binding,PDMU,Dominaria United Promos,24p,NearMint,Normal,English,0.86,2026-08-26,0.97,0.25,0.86
Collection,1,0,Leyline of Hope,DSK,Duskmourn: House of Horror,18,NearMint,Normal,English,0.50,2026-08-26,0.42,0.02,0.50
Collection,1,0,Leyline of Sanctity,WOT,Wilds of Eldraine: Enchanting Tales,10,NearMint,Normal,English,0.80,2026-08-26,0.61,0.10,0.80
Collection,1,0,Liberate,INV,Invasion,21,NearMint,Normal,English,0.37,2026-08-26,0.39,0.02,0.37
Collection,1,0,"Liliana, Death Wielder",ECC,Lorwyn Eclipsed Commander,78,NearMint,Normal,English,0.38,2026-08-24,0.40,0.17,0.35
Collection,1,0,Lionheart Glimmer,DSK,Duskmourn: House of Horror,19,NearMint,Normal,English,0.06,2026-08-26,0.07,0.02,0.06
Collection,1,0,Lithoform Engine,BRC,"The Brothers' War Commander",146,NearMint,Normal,English,3.79,2026-08-26,3.80,1.99,3.79
Collection,1,0,"Lluwen, Exchange Student // Pest Friend",SOS,Secrets of Strixhaven,199,NearMint,Normal,English,0.10,2026-08-26,0.09,0.02,0.10
Collection,1,0,"Lluwen, Imperfect Naturalist",PECL,Lorwyn Eclipsed Promos,232p,NearMint,Normal,English,0.25,2026-08-26,0.26,0.02,0.25
Collection,1,0,"Lo and Li, Twin Tutors",TLA,Avatar: The Last Airbender,108,NearMint,Normal,English,0.04,2026-08-24,0.05,0.02,0.04
Collection,1,0,Locke Cole,FIN,Final Fantasy,234,NearMint,Normal,English,0.07,2026-08-26,0.07,0.02,0.07
Collection,1,0,"Locke, Treasure Hunter",FIC,Final Fantasy Commander,87,NearMint,Normal,English,0.30,2026-08-26,0.28,0.09,0.30
Collection,1,0,"Long Feng, Grand Secretariat",TLA,Avatar: The Last Airbender,233,NearMint,Normal,English,0.05,2026-08-26,0.08,0.02,0.05
Collection,1,0,Long River Lurker,BLB,Bloomburrow,57,NearMint,Normal,English,0.13,2026-08-26,0.12,0.02,0.13
Collection,1,0,Lord of the Unreal,J25,Foundations Jumpstart,322,NearMint,Normal,English,1.12,2026-08-26,1.16,0.28,1.13
Collection,1,0,Lost Isle Calling,LTR,The Lord of the Rings: Tales of Middle-earth,444,NearMint,Foil,English,0.71,2026-08-25,0.78,0.24,0.66
Collection,1,0,Lost to Legend,LTR,The Lord of the Rings: Tales of Middle-earth,22,NearMint,Normal,English,0.11,2026-08-26,0.06,0.02,0.11
Collection,1,0,Loxodon Battle Priest,TDM,Tarkir: Dragonstorm,15,NearMint,Normal,English,0.08,2026-08-26,0.07,0.02,0.08
Collection,1,0,"Lukka, Bound to Ruin",ONE,Phyrexia: All Will Be One,342,NearMint,Foil,English,0.96,2026-08-26,1.20,0.45,0.96
Collection,2,0,Lunatic Pandora,FIN,Final Fantasy,262,NearMint,Normal,English,0.04,2026-08-26,0.04,0.02,0.04
Collection,1,0,"Lutri, the Spellchaser",MUL,Multiverse Legends,52,NearMint,Normal,English,0.70,2026-08-26,0.91,0.10,0.70
Collection,1,0,Lydia Frye,ACR,"Assassin's Creed",241,NearMint,Foil,English,0.39,2026-08-26,0.47,0.19,0.39
Collection,2,0,"Madame Web, Clairvoyant",SPM,"Marvel's Spider-Man",36,NearMint,Normal,English,0.06,2026-08-24,0.09,0.02,0.04
Collection,5,0,"Magda, the Hoardmaster",OTJ,Outlaws of Thunder Junction,374,NearMint,Foil,English,0.41,2026-08-24,0.47,0.02,0.39
Collection,1,0,"Mai, Jaded Edge",TLA,Avatar: The Last Airbender,147,NearMint,Normal,English,0.06,2026-08-24,0.15,0.02,0.09
Collection,2,0,Malamet War Scribe,LCI,The Lost Caverns of Ixalan,21,NearMint,Normal,English,0.07,2026-08-26,0.05,0.02,0.07
Collection,1,0,"Malcator, Purity Overseer",ONE,Phyrexia: All Will Be One,320,NearMint,Foil,English,0.52,2026-08-26,0.40,0.10,0.52
Collection,1,0,"Malcolm, Alluring Scoundrel",LCI,The Lost Caverns of Ixalan,293,NearMint,Normal,English,2.88,2026-08-24,3.05,0.75,2.97
Collection,1,0,Marauding Sphinx,OTJ,Outlaws of Thunder Junction,56,NearMint,Normal,English,0.15,2026-08-26,0.19,0.02,0.15
Collection,1,0,"Marina Vendrell's Grimoire",DSK,Duskmourn: House of Horror,308,NearMint,Normal,English,0.16,2026-08-24,0.28,0.02,0.15
Collection,1,0,Market Gnome,LCI,The Lost Caverns of Ixalan,22,NearMint,Normal,English,0.17,2026-08-26,0.15,0.02,0.17
Collection,1,0,"Marshal's Anthem",PIP,Fallout,981,NearMint,Surge Foil,English,0.71,2026-08-26,0.78,0.34,0.71
Collection,1,0,"Marshal's Anthem",WWK,Worldwake,15,NearMint,Normal,English,0.25,2026-08-26,0.27,0.02,0.25
Collection,1,0,"Martyr's Cause",ULG,"Urza's Legacy",13,NearMint,Normal,English,1.09,2026-08-26,1.18,0.10,1.09
Collection,1,0,"Marvo, Deep Operative",MKC,Murders at Karlov Manor Commander,7,NearMint,Foil,English,0.55,2026-08-26,0.55,0.19,0.55
Collection,1,0,Mary Jane Watson,PSPM,"Marvel's Spider-Man Promos",4,NearMint,Normal,English,0.25,2026-08-26,0.19,0.02,0.25
Collection,1,0,Massacre Girl,OTC,Outlaws of Thunder Junction Commander,140,NearMint,Normal,English,0.32,2026-08-24,0.29,0.02,0.32
Collection,1,0,Master Pakku,TLA,Avatar: The Last Airbender,63,NearMint,Normal,English,0.05,2026-08-24,0.07,0.02,0.04
Collection,1,0,Master Piandao,TLA,Avatar: The Last Airbender,28,NearMint,Normal,English,0.07,2026-08-24,0.08,0.02,0.06
Collection,1,0,"Master's Councillors",HOB,The Hobbit,47,NearMint,Normal,English,0.02,2026-08-26,0.20,0.02,0.02
Collection,1,0,"Mauhúr, Uruk-hai Captain",LTR,The Lord of the Rings: Tales of Middle-earth,214,NearMint,Normal,English,0.14,2026-08-26,0.13,0.02,0.14
Collection,1,0,"Melira, the Living Cure",ONE,Phyrexia: All Will Be One,209,NearMint,Normal,Japanese,0.14,2026-08-26,0.13,0.02,0.14
Collection,1,0,"Melira, the Living Cure",ONE,Phyrexia: All Will Be One,333,NearMint,Normal,English,0.32,2026-08-26,0.25,0.03,0.32
Collection,1,0,"Meneldor, Swift Savior",LTR,The Lord of the Rings: Tales of Middle-earth,62,NearMint,Normal,English,0.09,2026-08-24,0.11,0.02,0.10
Collection,1,0,Merchant of Truth,MKC,Murders at Karlov Manor Commander,322,NearMint,Normal,English,0.70,2026-08-26,0.73,0.20,0.70
Collection,1,0,Merfolk Looter,7ED,Seventh Edition,89,NearMint,Normal,English,0.19,2026-08-26,0.14,0.02,0.19
Collection,1,0,Meriadoc Brandybuck,LTR,The Lord of the Rings: Tales of Middle-earth,177,NearMint,Normal,English,0.15,2026-08-24,0.10,0.02,0.13
Collection,1,0,"Merry, Esquire of Rohan",LTR,The Lord of the Rings: Tales of Middle-earth,325,NearMint,Normal,English,1.00,2026-08-26,0.88,0.10,1.00
Collection,1,0,"Merry, Esquire of Rohan",LTR,The Lord of the Rings: Tales of Middle-earth,215,NearMint,Normal,English,0.46,2026-08-26,0.41,0.02,0.46
Collection,1,0,Might of the Ancestors,LCI,The Lost Caverns of Ixalan,23,NearMint,Normal,English,0.09,2026-08-26,0.07,0.02,0.09
Collection,1,0,"Migloz, Maze Crusher",ONE,Phyrexia: All Will Be One,210,NearMint,Normal,Japanese,0.17,2026-08-26,0.16,0.02,0.17
Collection,1,0,"Migloz, Maze Crusher",ONE,Phyrexia: All Will Be One,321,NearMint,Normal,English,0.21,2026-08-26,0.25,0.03,0.21
Collection,1,0,Mindspring Merfolk,DFT,Aetherdrift,51,NearMint,Normal,English,0.47,2026-08-26,0.50,0.02,0.47
Collection,1,0,Mindwhisker,BLB,Bloomburrow,60,NearMint,Normal,English,0.10,2026-08-26,0.10,0.02,0.10
Collection,2,0,Minor Misstep,ONE,Phyrexia: All Will Be One,64,NearMint,Normal,Japanese,0.20,2026-08-26,0.12,0.02,0.20
Collection,1,0,Mirror Entity,C16,Commander 2016,70,NearMint,Normal,English,0.52,2026-08-26,0.66,0.20,0.52
Collection,1,0,Mirror of Galadriel,LTR,The Lord of the Rings: Tales of Middle-earth,244,NearMint,Normal,English,0.08,2026-08-26,0.12,0.02,0.08
Collection,1,0,Mischievous Mystic,FDN,Foundations,47,NearMint,Normal,English,0.17,2026-08-26,0.19,0.02,0.17
Collection,1,0,Mischievous Pup,LCI,The Lost Caverns of Ixalan,25,NearMint,Normal,English,0.05,2026-08-26,0.04,0.02,0.05
Collection,1,0,Mist Raven,INR,Innistrad Remastered,362,NearMint,Normal,English,0.18,2026-08-26,0.13,0.02,0.18
Collection,1,0,Mistmeadow Skulk,OTC,Outlaws of Thunder Junction Commander,84,NearMint,Normal,English,0.10,2026-08-26,0.12,0.02,0.10
Collection,1,0,"Mm'menon, the Right Hand",EOE,Edge of Eternities,68,NearMint,Normal,English,0.37,2026-08-24,0.30,0.02,0.37
Collection,1,0,"Mm'menon, Uthros Exile",EOE,Edge of Eternities,221,NearMint,Foil,English,0.25,2026-08-26,0.25,0.02,0.25
Collection,1,0,Moira and Teshar,MOC,March of the Machine Commander,7,NearMint,Foil,English,0.45,2026-08-26,0.30,0.06,0.45
Collection,1,0,"Molimo, Maro-Sorcerer",CMM,Commander Masters,305,NearMint,Normal,English,0.11,2026-08-26,0.11,0.02,0.11
Collection,1,0,"Momo, Friendly Flier",TLA,Avatar: The Last Airbender,394,NearMint,Foil,English,0.45,2026-08-24,0.68,0.04,0.45
Collection,1,0,"Momo, Playful Pet",TLA,Avatar: The Last Airbender,30,NearMint,Normal,English,0.19,2026-08-24,0.18,0.02,0.18
Collection,1,0,Monstrosity of the Lake,LTC,Tales of Middle-earth Commander,22,NearMint,Normal,English,0.40,2026-08-24,0.57,0.10,0.49
Collection,1,0,Morbius the Living Vampire,SPM,"Marvel's Spider-Man",137,NearMint,Normal,English,0.14,2026-08-26,0.11,0.02,0.14
Collection,1,0,"Moseo, Vein's New Dean",SOS,Secrets of Strixhaven,91,NearMint,Foil,English,0.93,2026-08-24,1.11,0.05,0.96
Collection,1,0,Most Decrepit Old Bird // Speak Secrets,HOB,The Hobbit,49,NearMint,Normal,English,0.02,2026-08-26,0.41,0.02,0.02
Collection,1,0,Mouse Trapper,BLB,Bloomburrow,22,NearMint,Normal,English,0.09,2026-08-26,0.08,0.02,0.09
Collection,1,0,"Muldrotha, the Gravetide",FCA,Final Fantasy: Through the Ages,57,NearMint,Normal,English,2.35,2026-08-26,2.26,1.50,2.35
Collection,1,0,Murmuring Mystic,J25,Foundations Jumpstart,107,NearMint,Normal,English,0.83,2026-08-26,0.83,0.28,0.83
Collection,1,0,Muster the Departed,MH3,Modern Horizons 3,36,NearMint,Foil,English,0.25,2026-08-26,0.21,0.02,0.25
Collection,1,0,Myrsmith,NEC,Neon Dynasty Commander,86,NearMint,Normal,English,0.08,2026-08-26,0.18,0.02,0.08
Collection,1,0,"Nadu, Winged Wisdom",MH3,Modern Horizons 3,193,NearMint,Normal,English,0.25,2026-08-26,0.34,0.05,0.25
Collection,1,0,Naga Fleshcrafter,TDM,Tarkir: Dragonstorm,52,NearMint,Normal,English,0.33,2026-08-26,0.29,0.02,0.33
Collection,1,0,"Nahiri, the Unforgiving",ONE,Phyrexia: All Will Be One,211,NearMint,Normal,Japanese,0.50,2026-08-26,0.41,0.10,0.50
Collection,1,0,"Nashi, Searcher in the Dark",DSK,Duskmourn: House of Horror,223,NearMint,Foil,English,0.29,2026-08-26,0.33,0.02,0.29
Collection,1,0,"Neva, Stalked by Nightmares",WOE,Wilds of Eldraine,209,NearMint,Normal,English,0.07,2026-08-26,0.13,0.02,0.07
Collection,1,0,Niblis of the Urn,INR,Innistrad Remastered,35,NearMint,Normal,English,0.20,2026-08-26,0.17,0.02,0.20
Collection,1,0,"Nicanzil, Current Conductor",LCI,The Lost Caverns of Ixalan,306,NearMint,Foil,English,0.30,2026-08-26,0.22,0.02,0.30
Collection,1,0,"Nicanzil, Current Conductor",LCI,The Lost Caverns of Ixalan,306,NearMint,Normal,English,0.11,2026-08-26,0.13,0.02,0.11
Collection,1,0,"Nicanzil, Current Conductor",LCI,The Lost Caverns of Ixalan,236,NearMint,Normal,English,0.11,2026-08-26,0.12,0.02,0.11
Collection,1,0,Nightveil Sprite,J25,Foundations Jumpstart,335,NearMint,Normal,English,0.10,2026-08-26,0.08,0.02,0.10
Collection,1,0,Nimble Brigand,OTJ,Outlaws of Thunder Junction,58,NearMint,Foil,English,0.13,2026-08-26,0.14,0.02,0.13
Collection,1,0,"Niv-Mizzet, Guildpact",MKM,Murders at Karlov Manor,319,NearMint,Normal,English,0.51,2026-08-26,0.57,0.25,0.51
Collection,2,0,"Niv-Mizzet, the Firemind",RVR,Ravnica Remastered,467,NearMint,Foil,English,0.45,2026-08-26,0.45,0.07,0.45
Collection,1,0,"Noctis, Prince of Lucis",FIN,Final Fantasy,235,NearMint,Normal,English,0.26,2026-08-26,0.25,0.02,0.26
Collection,1,0,"Nori, Teller of Tales",HOB,The Hobbit,161,NearMint,Foil,English,0.10,2026-08-26,0.18,0.02,0.10
Collection,4,0,"Nori, Teller of Tales",HOB,The Hobbit,161,NearMint,Normal,English,0.02,2026-08-26,0.09,0.02,0.02
Collection,1,0,"Norika Yamazaki, the Poet",NEO,Kamigawa: Neon Dynasty,311,NearMint,Normal,English,0.13,2026-08-24,0.12,0.02,0.12
Collection,1,0,"Norin, Swift Survivalist",DSK,Duskmourn: House of Horror,297,NearMint,Foil,English,0.26,2026-08-24,0.21,0.02,0.26
Collection,1,0,Northern Air Temple,TLA,Avatar: The Last Airbender,111,NearMint,Foil,English,0.36,2026-08-24,0.34,0.02,0.36
Collection,1,0,Nurturing Pixie,OTJ,Outlaws of Thunder Junction,20,NearMint,Normal,English,0.17,2026-08-26,0.30,0.02,0.17
Collection,2,0,"Obeka, Splitter of Seconds",POTJ,Outlaws of Thunder Junction Promos,222p,NearMint,Normal,English,0.52,2026-08-26,0.32,0.10,0.53
Collection,2,0,Oboro Envoy,SOK,Saviors of Kamigawa,49,NearMint,Normal,English,0.26,2026-08-26,0.21,0.02,0.26
Collection,1,0,"Obosh, the Preypiercer",MUL,Multiverse Legends,54,NearMint,Normal,English,0.30,2026-08-26,0.30,0.05,0.30
Collection,1,0,"Obyra, Dreaming Duelist",WOE,Wilds of Eldraine,210,NearMint,Normal,English,0.13,2026-08-26,0.16,0.02,0.13
Collection,1,0,Of Herbs and Stewed Rabbit,LTC,Tales of Middle-earth Commander,17,NearMint,Normal,English,0.59,2026-08-26,0.56,0.10,0.59
Collection,1,0,Óin the Brave,HOB,The Hobbit,106,NearMint,Foil,English,0.11,2026-08-24,0.21,0.02,0.10
Collection,4,0,Óin the Brave,HOB,The Hobbit,106,NearMint,Normal,English,0.02,2026-08-24,0.12,0.02,0.02
Collection,1,0,"Ojer Kaslem, Deepest Growth",LCI,The Lost Caverns of Ixalan,204,NearMint,Normal,English,5.46,2026-08-26,5.47,3.30,5.46
Collection,1,0,"Ojer Pakpatiq, Deepest Epoch",LCI,The Lost Caverns of Ixalan,67,NearMint,Normal,English,3.23,2026-08-24,3.12,1.80,3.10
Collection,1,0,Old Man Willow,LTR,The Lord of the Rings: Tales of Middle-earth,217,NearMint,Normal,English,0.11,2026-08-26,0.08,0.02,0.11
Collection,1,0,"Omega, Heartless Evolution",FIN,Final Fantasy,236,NearMint,Normal,English,0.11,2026-08-26,0.06,0.02,0.11
Collection,2,0,Omenport Vigilante,OTJ,Outlaws of Thunder Junction,21,NearMint,Normal,English,0.04,2026-08-26,0.06,0.02,0.04
Collection,1,0,"Omnath, Locus of All",MOM,March of the Machine,387,NearMint,Foil,English,0.52,2026-08-26,0.27,0.04,0.52
Collection,1,0,"Omnath, Locus of All",MOM,March of the Machine,249,NearMint,Normal,English,0.19,2026-08-26,0.25,0.05,0.19
Collection,1,0,On Wings of Gold,DRC,Aetherdrift Commander,5,NearMint,Normal,English,0.75,2026-08-26,0.65,0.19,0.75
Collection,1,0,One Last Job,OTJ,Outlaws of Thunder Junction,22,NearMint,Normal,English,0.16,2026-08-26,0.18,0.02,0.16
Collection,1,0,Oneirophage,J25,Foundations Jumpstart,337,NearMint,Normal,English,0.26,2026-08-26,0.22,0.03,0.26
Collection,1,0,"Opal-Eye, Konda's Yojimbo",BOK,Betrayers of Kamigawa,17,NearMint,Normal,English,1.29,2026-08-24,1.19,0.15,1.29
Collection,1,0,Opt,STA,Strixhaven Mystical Archive,19,NearMint,Normal,English,0.46,2026-08-26,0.49,0.02,0.46
Collection,2,0,Oracle of Tragedy,MOM,March of the Machine,71,NearMint,Normal,English,0.10,2026-08-26,0.12,0.02,0.10
Collection,4,0,"Ori, Keeper of Songs",HOB,The Hobbit,23,NearMint,Normal,English,0.02,2026-08-24,0.09,0.02,0.02
Collection,1,0,"Orvar, the All-Form",KHM,Kaldheim,305,NearMint,Foil,English,4.18,2026-08-24,4.37,2.50,4.23
Collection,1,0,Otherworldly Journey,CHK,Champions of Kamigawa,37,NearMint,Normal,English,0.12,2026-08-26,0.14,0.02,0.12
Collection,1,0,Overseer of Vault 76,PIP,Fallout,368,NearMint,Foil,English,0.51,2026-08-24,0.54,0.20,0.51
Collection,1,0,"Ovika, Enigma Goliath",ONE,Phyrexia: All Will Be One,213,NearMint,Normal,Japanese,0.28,2026-08-26,0.29,0.02,0.28
Collection,1,0,"Owen Grady, Raptor Trainer",REX,Jurassic World Collection,16,NearMint,Normal,English,4.52,2026-08-26,4.23,2.00,4.52
Collection,1,0,"Oyobi, Who Split the Heavens",BOK,Betrayers of Kamigawa,18,NearMint,Normal,English,0.34,2026-08-24,1.17,0.02,0.33
Collection,1,0,"Ozai, the Phoenix King",TLA,Avatar: The Last Airbender,235,NearMint,Normal,English,3.47,2026-08-26,3.83,2.25,3.47
Collection,1,0,Patched Plaything,DSK,Duskmourn: House of Horror,24,NearMint,Normal,English,0.08,2026-08-26,0.05,0.02,0.08
Collection,1,0,Personify,ECL,Lorwyn Eclipsed,402,NearMint,Normal,English,0.22,2026-08-26,0.20,0.02,0.22
Collection,1,0,Phantasmal Shieldback,J25,Foundations Jumpstart,8,NearMint,Normal,English,0.34,2026-08-26,0.24,0.02,0.34
Collection,1,0,Phoenix Down,FIN,Final Fantasy,29,NearMint,Normal,English,0.14,2026-08-26,0.09,0.02,0.14
Collection,1,0,"Phylath, World Sculptor",ZNR,Zendikar Rising,234,NearMint,Normal,English,0.19,2026-08-26,0.26,0.02,0.19
Collection,1,0,Phyrexian Ingester,C14,Commander 2014,119,NearMint,Normal,English,0.12,2026-08-26,0.15,0.05,0.12
Collection,1,0,Phyrexian Vindicator,ONE,Phyrexia: All Will Be One,27,NearMint,Normal,English,3.50,2026-08-26,3.58,1.95,3.50
Collection,1,0,"Piper Wright, Publick Reporter",PIP,Fallout,36,NearMint,Normal,English,0.44,2026-08-24,0.30,0.06,0.41
Collection,1,0,Plated Onslaught,ONE,Phyrexia: All Will Be One,29,NearMint,Normal,English,0.10,2026-08-26,0.05,0.02,0.10
Collection,1,0,Plated Onslaught,ONE,Phyrexia: All Will Be One,29,NearMint,Normal,Japanese,0.10,2026-08-26,0.05,0.02,0.10
Collection,1,0,Plumecreed Escort,BLB,Bloomburrow,65,NearMint,Normal,English,0.19,2026-08-26,0.21,0.02,0.19
Collection,1,0,Pollen-Shield Hare // Hare Raising,PWOE,Wilds of Eldraine Promos,233s,NearMint,Foil,English,0.66,2026-08-26,0.67,0.30,0.66
Collection,1,0,Pollen-Shield Hare // Hare Raising,WOE,Wilds of Eldraine,233,NearMint,Normal,English,0.39,2026-08-26,0.28,0.02,0.39
Collection,1,0,Prairie Dog,OTJ,Outlaws of Thunder Junction,24,NearMint,Normal,English,0.06,2026-08-26,0.06,0.02,0.06
Collection,1,0,Prince Imrahil the Fair,LTR,The Lord of the Rings: Tales of Middle-earth,431,NearMint,Normal,English,0.15,2026-08-26,0.17,0.02,0.15
Collection,1,0,Professor Onyx,STX,Strixhaven: School of Mages,83,NearMint,Normal,English,5.05,2026-08-24,5.79,1.35,5.90
Collection,1,0,Prognostic Sphinx,DSC,Duskmourn: House of Horror Commander,124,NearMint,Normal,English,0.15,2026-08-26,0.12,0.02,0.15
Collection,1,0,"Quickbeam, Upstart Ent",LTR,The Lord of the Rings: Tales of Middle-earth,183,NearMint,Normal,English,0.06,2026-08-26,0.07,0.02,0.06
Collection,1,0,Quill-Blade Laureate // Twofold Intent,SOS,Secrets of Strixhaven,27,NearMint,Normal,English,0.11,2026-08-26,0.08,0.02,0.11
Collection,1,0,"Quina, Qu Gourmet",FIN,Final Fantasy,194,NearMint,Normal,English,0.14,2026-08-24,0.15,0.02,0.16
Collection,1,0,Quistis Trepe,FIN,Final Fantasy,66,NearMint,Normal,English,0.11,2026-08-24,0.09,0.02,0.10
Collection,1,0,"Ragost, Deft Gastronaut",EOE,Edge of Eternities,224,NearMint,Normal,English,0.36,2026-08-26,0.28,0.03,0.36
Collection,1,0,Rakdos Joins Up,OTJ,Outlaws of Thunder Junction,225,NearMint,Normal,English,0.47,2026-08-26,0.47,0.05,0.47
Collection,1,0,Rangers of Ithilien,PLTR,Tales of Middle-earth Promos,66s,NearMint,Foil,English,2.16,2026-08-26,0.96,0.70,2.16
Collection,1,0,Rankle and Torbran,MOM,March of the Machine,252,NearMint,Normal,English,0.21,2026-08-26,0.20,0.02,0.21
Collection,1,0,Rattlechains,SOI,Shadows over Innistrad,81,NearMint,Normal,English,0.26,2026-08-26,0.25,0.02,0.26
Collection,2,0,Ravenhill Flock,HOB,The Hobbit,52,NearMint,Normal,English,0.03,2026-08-26,0.20,0.02,0.03
Collection,1,0,Razorgrass Ambush,MH3,Modern Horizons 3,238,NearMint,Normal,English,0.35,2026-08-26,0.31,0.02,0.35
Collection,1,0,Reduce to Memory,STX,Strixhaven: School of Mages,25,NearMint,Normal,English,0.08,2026-08-26,0.09,0.02,0.08
Collection,1,0,"Reidane, God of the Worthy",KHM,Kaldheim,300,NearMint,Normal,English,0.57,2026-08-24,0.55,0.14,0.70
Collection,1,0,Release to Memory,NEC,Neon Dynasty Commander,9,NearMint,Normal,English,0.28,2026-08-26,0.30,0.09,0.29
Collection,1,0,Reluctant Role Model,DSK,Duskmourn: House of Horror,303,NearMint,Normal,English,0.23,2026-08-26,0.30,0.08,0.23
Collection,3,0,"Renata, Called to the Hunt",MUL,Multiverse Legends,28,NearMint,Normal,English,0.13,2026-08-26,0.11,0.02,0.13
Collection,2,0,Reprieve,LTR,The Lord of the Rings: Tales of Middle-earth,26,NearMint,Normal,English,0.65,2026-08-26,0.64,0.05,0.65
Collection,1,0,Rescue Skiff,EOE,Edge of Eternities,32,NearMint,Normal,English,0.06,2026-08-26,0.08,0.02,0.06
Collection,1,0,Resurgent Belief,MH2,Modern Horizons 2,26,NearMint,Normal,English,0.53,2026-08-26,0.66,0.09,0.53
Collection,1,0,Revitalize,STA,Strixhaven Mystical Archive,9,NearMint,Normal,English,0.19,2026-08-26,0.15,0.02,0.19
Collection,3,0,"Reyav, Master Smith",MUL,Multiverse Legends,57,NearMint,Normal,English,0.12,2026-08-26,0.13,0.02,0.12
Collection,1,0,Rhet-Tomb Mystic,DRC,Aetherdrift Commander,10,NearMint,Normal,English,0.34,2026-08-26,0.29,0.08,0.34
Collection,1,0,"Rhino, Barreling Brute",SPM,"Marvel's Spider-Man",140,NearMint,Normal,English,0.10,2026-08-26,0.10,0.02,0.10
Collection,1,0,"Rhuk, Hexgold Nabber",ONE,Phyrexia: All Will Be One,407,NearMint,Normal,Japanese,0.31,2026-08-24,0.16,0.02,0.29
Collection,1,0,"Ria Ivor, Bane of Bladehold",ONE,Phyrexia: All Will Be One,214,NearMint,Normal,Japanese,0.17,2026-08-26,0.21,0.02,0.17
Collection,1,0,Riddlesmith,NEC,Neon Dynasty Commander,96,NearMint,Normal,English,0.18,2026-08-26,0.17,0.02,0.18
Collection,1,0,Rinoa Heartilly,FIN,Final Fantasy,237,NearMint,Normal,English,0.07,2026-08-26,0.08,0.02,0.07
Collection,1,0,"Rona, Sheoldred's Faithful",MUL,Multiverse Legends,58,NearMint,Foil,English,0.07,2026-08-26,0.08,0.02,0.07
Collection,1,0,"Rootha, Mercurial Artist",STX,Strixhaven: School of Mages,227,NearMint,Normal,English,0.05,2026-08-26,0.07,0.02,0.05
Collection,1,0,Rootwater Mystic,EXO,Exodus,44,NearMint,Normal,English,0.19,2026-08-26,0.15,0.02,0.19
Collection,1,0,Rosie Cotton of South Lane,LTR,The Lord of the Rings: Tales of Middle-earth,440,NearMint,Normal,English,0.17,2026-08-24,0.16,0.02,0.17
